Topic1,Topic2,Topic3
0.39659553674865,0.128270709257634,0.475133753993716
0.382650404724432,0.211617474041332,0.405732121234236
0.191043662502941,0.210245089378938,0.598711248118121
0.439685370813926,0.0588175320883599,0.501497097097715
0.0481348907466472,0.0230536305732533,0.9288114786801
0.113112779170146,0.0156116942043539,0.8712755266255
0.809759270636761,0.116657115308861,0.0735836140543773
0.858922844749781,0.0245631644278042,0.116513990822415
0.504027357960879,0.186470291173901,0.30950235086522
0.496955814065905,0.0727620548671472,0.430282131066947
0.262771496991392,0.0194414763806904,0.717787026627918
0.929932199417246,0.027009441980603,0.0430583586021514
0.0442491269578436,0.0426037927736406,0.913147080268516
0.501020984765602,0.108710035235512,0.390268979998886
0.447364043967762,0.0377675035456277,0.514868452486611
0.0646773668497345,0.012992971490837,0.922329661659429
0.530771506611881,0.0923053354070633,0.376923157981056
0.770188020324131,0.0172800560282511,0.212531923647618
0.371578954895441,0.0427043444228562,0.585716700681703
0.396572455991045,0.0786486042205835,0.524778939788371
0.703565916575604,0.0200009441757826,0.276433139248613
0.355068663287186,0.043605180114897,0.601326156597917
0.363511513123706,0.0871118458753526,0.549376641000942
0.734307399614845,0.0217861360084703,0.243906464376685
0.378215062359561,0.0647713348732087,0.557013602767231
0.325736917034297,0.127595946611542,0.546667136354161
0.200235341343937,0.0321848017749265,0.767579856881136
0.963120632500715,0.0140122681697565,0.0228670993295285
0.770508463130724,0.164222096917157,0.065269439952119
0.168722653446492,0.233536223150826,0.597741123402682
0.67014193607683,0.0781271133119148,0.251730950611256
0.802176850897232,0.0164287108979478,0.181394438204821
0.0604393034605436,0.0229183553966039,0.916642341142853
0.21781295476712,0.0137228801846743,0.768464165048206
0.199162284923483,0.0472808908839579,0.753556824192559
0.0566753051433238,0.018093959891874,0.925230734964802
0.888040589310879,0.0131608818165214,0.0987985288726003
0.378219461152612,0.477145992096243,0.144634546751145
0.720707674574253,0.0273731885374349,0.251919136888312
0.374623874976506,0.0130534621354949,0.612322662887999
0.58382554329154,0.110590739446959,0.305583717261501
0.343959117408233,0.0245725982921614,0.631468284299606
0.116487022386216,0.0541826293283637,0.82933034828542
0.441158999616447,0.140538881171045,0.418302119212508
0.501955725021433,0.18793377270013,0.310110502278437
0.35993342045333,0.360645005042685,0.279421574503985
0.799608656320256,0.06172670730001,0.138664636379734
0.659796517867136,0.0243706230430208,0.315832859089843
0.0388582429658206,0.0152341827965246,0.945907574237655
0.879250300510828,0.069714080404124,0.0510356190850485
0.174663720581758,0.0732446085650944,0.752091670853148
0.32316307358167,0.0224038250170268,0.654433101401304
0.720619890535735,0.0152871865824568,0.264092922881808
0.225114767478311,0.0404729449037871,0.734412287617902
0.524098346425256,0.0306183145552544,0.44528333901949
0.162563786618023,0.0903732366845949,0.747062976697383
0.0526532056216341,0.018954511822646,0.92839228255572
0.887336368264875,0.021983597630347,0.0906800341047785
0.332298532185732,0.0680482009289792,0.599653266885289
0.802295915427585,0.0310051875991257,0.166698896973289
0.675463154808304,0.0183013916793875,0.306235453512308
0.8790366520009,0.024005798461046,0.0969575495380539
0.395528675127391,0.17125140012359,0.433219924749018
0.34432560354797,0.0929944572444246,0.562679939207605
0.440208562313322,0.0151345958250609,0.544656841861618
0.268127299107805,0.0996274501242586,0.632245250767937
0.26293399302611,0.0200244798770972,0.717041527096793
0.882044362260016,0.0169378226678312,0.101017815072153
0.251068168251746,0.0401782766402166,0.708753555108038
0.126960325058507,0.330005715970143,0.54303395897135
0.0902630580259099,0.0308620748178663,0.878874867156224
0.0954342621096435,0.0365833665141074,0.867982371376249
0.908975603420932,0.0274223792681523,0.0636020173109156
0.268682758736621,0.107156609003351,0.624160632260028
0.20474080813035,0.0340202521894461,0.761238939680204
0.333933882710915,0.057643462732839,0.608422654556246
0.615201502850296,0.062155591768298,0.322642905381407
0.249321192906728,0.108292343900106,0.642386463193166
0.189746028387456,0.27875980088296,0.531494170729584
0.596433109070356,0.0666283515501805,0.336938539379463
0.0369837721129348,0.0173497680178331,0.945666459869232
0.8725914964421,0.022147702425912,0.105260801131988
0.11798780648859,0.052973370566901,0.829038822944509
0.919909378538104,0.060225215860156,0.0198654056017397
0.76888419543984,0.119341364726006,0.111774439834153
0.853690819230355,0.0265671702855983,0.119742010484047
0.971206905613779,0.0158883116892145,0.0129047826970069
0.947008383597904,0.0188106952569154,0.0341809211451811
0.181540409841844,0.030179489375819,0.788280100782337
0.946823961123842,0.0255767987190131,0.0275992401571449
0.636811202942037,0.316837903331424,0.0463508937265392
0.094963459390773,0.857366815988321,0.0476697246209066
0.225144540269165,0.642401960695356,0.132453499035479
0.499800360420221,0.0949693586345738,0.405230280945205
0.196421394195376,0.282079047177712,0.521499558626911
0.196338557337708,0.294287721373615,0.509373721288678
0.446773340301222,0.0504167005853298,0.502809959113448
0.369971267124473,0.134484698368321,0.495544034507205
0.183732777661398,0.0307640115850241,0.785503210753578
0.875628868073003,0.0260482082712578,0.0983229236557391
0.686635358827077,0.0177549347406142,0.295609706432309
0.505015865677414,0.0700396165212274,0.424944517801359
0.693448393525274,0.0290914017114798,0.277460204763246
0.130101123319662,0.0403477701074275,0.829551106572911
0.507450290453041,0.181515856854723,0.311033852692237
